exerciseId,name,nameEn,mediaStatus,tier,confidence,sourceId,sourceName,projectEquipment,sourceEquipment,primaryMuscleCompatibility,conflictSummary,recommendedAction,startImageUrl,peakImageUrl
incline-dumbbell-fly,上斜哑铃飞鸟,Incline Dumbbell Fly,missing,unmatched,0.545,Incline_Dumbbell_Flyes_-_With_A_Twist,Incline Dumbbell Flyes - With A Twist,哑铃 / 卧推凳,dumbbell,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Dumbbell_Flyes_-_With_A_Twist/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Dumbbell_Flyes_-_With_A_Twist/1.jpg
incline-dumbbell-row,上斜凳哑铃划船,Incline Bench Dumbbell Row,complete,already-covered,1.000,Dumbbell_Incline_Row,Dumbbell Incline Row,哑铃 / 卧推凳,dumbbell,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Incline_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Incline_Row/1.jpg
incline-lateral-raise,上斜凳侧平举,Incline Bench Lateral Raise,missing,manual-review,0.694,One-Arm_Incline_Lateral_Raise,One-Arm Incline Lateral Raise,哑铃 / 卧推凳,dumbbell,1.000,侧别/交替方式不一致：未注明 ≠ unilateral,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One-Arm_Incline_Lateral_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One-Arm_Incline_Lateral_Raise/1.jpg
incline-machine-chest-press,器械上斜推胸,Incline Machine Chest Press,missing,manual-review,0.817,Leverage_Incline_Chest_Press,Leverage Incline Chest Press,推胸器,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Incline_Chest_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Incline_Chest_Press/1.jpg
incline-push-up,上斜俯卧撑,Incline Push-up,complete,already-covered,1.000,Incline_Push-Up,Incline Push-Up,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Push-Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Incline_Push-Up/1.jpg
inverted-row,反向划船,Inverted Row,missing,manual-review,0.747,Inverted_Row,Inverted Row,自重,,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/1.jpg
kettlebell-clean,壶铃翻举,Kettlebell Clean,missing,manual-review,0.714,Kettlebell_Dead_Clean,Kettlebell Dead Clean,壶铃,kettlebells,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Dead_Clean/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Dead_Clean/1.jpg
kettlebell-clean-and-press,壶铃翻举推举,Kettlebell Clean and Press,missing,manual-review,0.637,Kettlebell_Arnold_Press,Kettlebell Arnold Press,壶铃,kettlebells,0.500,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Arnold_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Arnold_Press/1.jpg
kettlebell-row,壶铃划船,Kettlebell Row,missing,unmatched,0.410,Gironda_Sternum_Chins,Gironda Sternum Chins,壶铃,other,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Gironda_Sternum_Chins/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Gironda_Sternum_Chins/1.jpg
kettlebell-snatch,壶铃抓举,Kettlebell Snatch,missing,manual-review,0.580,Kettlebell_Hang_Clean,Kettlebell Hang Clean,壶铃,kettlebells,0.500,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Hang_Clean/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Hang_Clean/1.jpg
kettlebell-swing,壶铃摆动,Kettlebell Swing,missing,manual-review,0.555,Kettlebell_Hang_Clean,Kettlebell Hang Clean,壶铃,kettlebells,0.500,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Hang_Clean/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Kettlebell_Hang_Clean/1.jpg
kneeling-cable-crunch,跪姿绳索卷腹,Kneeling Cable Crunch,missing,manual-review,0.662,Cable_Crunch,Cable Crunch,绳索器械,cable,1.000,身体姿态不一致：kneeling ≠ 未注明,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Crunch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Crunch/1.jpg
kneeling-single-arm-pulldown,跪姿单臂下拉,Kneeling Single-arm Pulldown,missing,unmatched,0.599,One_Arm_Lat_Pulldown,One Arm Lat Pulldown,绳索器械,cable,1.000,身体姿态不一致：kneeling ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Arm_Lat_Pulldown/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One_Arm_Lat_Pulldown/1.jpg
landmine-press,地雷架推举,Landmine Press,missing,manual-review,0.713,Barbell_Shoulder_Press,Barbell Shoulder Press,地雷架 / 杠铃,barbell,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Shoulder_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Shoulder_Press/1.jpg
landmine-rotation,地雷架转体,Landmine Rotation,missing,unmatched,0.500,Press_Sit-Up,Press Sit-Up,地雷架 / 杠铃,barbell,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Press_Sit-Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Press_Sit-Up/1.jpg
landmine-row,地雷架双臂划船,Landmine Row,missing,unmatched,0.545,Inverted_Row,Inverted Row,地雷架 / 杠铃,,0.500,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/1.jpg
lat-pulldown,高位下拉,Lat Pulldown,complete,already-covered,1.000,Leverage_Iso_Row,Leverage Iso Row,高位下拉器,machine,1.000,,保留现有本地 start/peak，无需下载,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/1.jpg
leaning-dumbbell-lateral-raise,侧倾哑铃侧平举,Leaning Dumbbell Lateral Raise,missing,manual-review,0.561,Front_Dumbbell_Raise,Front Dumbbell Raise,哑铃,dumbbell,1.000,关键变式不一致：未注明 ≠ front,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Dumbbell_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Dumbbell_Raise/1.jpg
leg-curl,腿弯举,Leg Curl,missing,unmatched,0.517,Smith_Machine_Stiff-Legged_Deadlift,Smith Machine Stiff-Legged Deadlift,腿弯举机,machine,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Stiff-Legged_Deadlift/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Stiff-Legged_Deadlift/1.jpg
leg-extension,腿屈伸,Leg Extension,missing,manual-review,0.588,Leg_Extensions,Leg Extensions,腿屈伸机,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leg_Extensions/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leg_Extensions/1.jpg
leg-press,腿举,Leg Press,complete,already-covered,1.000,Leg_Press,Leg Press,腿举机,machine,0.500,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leg_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leg_Press/1.jpg
leg-press-calf-raise,腿举机提踵,Leg Press Calf Raise,missing,manual-review,0.659,Calf_Press,Calf Press,腿举机,machine,0.400,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Calf_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Calf_Press/1.jpg
low-to-high-cable-fly,绳索低位夹胸,Low-to-high Cable Fly,missing,manual-review,0.588,Low_Cable_Crossover,Low Cable Crossover,绳索器械,cable,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Low_Cable_Crossover/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Low_Cable_Crossover/1.jpg
lunge,弓步蹲,Lunge,missing,unmatched,0.517,Bodyweight_Walking_Lunge,Bodyweight Walking Lunge,自重,,0.500,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bodyweight_Walking_Lunge/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bodyweight_Walking_Lunge/1.jpg
lying-cable-lateral-raise,侧卧绳索侧平举,Lying Cable Lateral Raise,missing,unmatched,0.455,Standing_Low-Pulley_Deltoid_Raise,Standing Low-Pulley Deltoid Raise,绳索器械,cable,1.000,身体姿态不一致：lying ≠ standing,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Standing_Low-Pulley_Deltoid_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Standing_Low-Pulley_Deltoid_Raise/1.jpg
lying-leg-raise,仰卧举腿,Lying Leg Raise,missing,manual-review,0.814,Flat_Bench_Lying_Leg_Raise,Flat Bench Lying Leg Raise,自重,body only,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Flat_Bench_Lying_Leg_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Flat_Bench_Lying_Leg_Raise/1.jpg
lying-triceps-extension,仰卧臂屈伸,Lying Triceps Extension,missing,unmatched,0.535,Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head,Lying Close-Grip Barbell Triceps Extension Behind The Head,杠铃 / 卧推凳,barbell,1.000,关键变式不一致：未注明 ≠ close/behind,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head/1.jpg
machine-chest-press,器械推胸,Machine Chest Press,missing,manual-review,0.809,Machine_Bench_Press,Machine Bench Press,推胸器,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Machine_Bench_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Machine_Bench_Press/1.jpg
machine-crunch,器械卷腹,Machine Crunch,missing,manual-review,0.842,Ab_Crunch_Machine,Ab Crunch Machine,腹肌训练机,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Ab_Crunch_Machine/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Ab_Crunch_Machine/1.jpg
machine-high-row,器械高位划船,Machine High Row,missing,manual-review,0.664,Leverage_Iso_Row,Leverage Iso Row,胸托划船机,machine,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/1.jpg
machine-hip-abduction,器械髋外展,Machine Hip Abduction,missing,unmatched,0.588,Thigh_Abductor,Thigh Abductor,髋外展机,machine,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Thigh_Abductor/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Thigh_Abductor/1.jpg
machine-hip-adduction,器械髋内收,Machine Hip Adduction,missing,unmatched,0.588,Thigh_Adductor,Thigh Adductor,髋内收机,machine,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Thigh_Adductor/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Thigh_Adductor/1.jpg
machine-hip-thrust,器械臀推,Machine Hip Thrust,missing,unmatched,0.412,Barbell_Hip_Thrust,Barbell Hip Thrust,臀推机,barbell,1.000,器械冲突：machine ≠ barbell,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Hip_Thrust/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Hip_Thrust/1.jpg
machine-lateral-raise,器械侧平举,Machine Lateral Raise,missing,unmatched,0.487,Leverage_Shoulder_Press,Leverage Shoulder Press,固定器械,machine,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Shoulder_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Shoulder_Press/1.jpg
machine-low-row,器械低位划船,Machine Low Row,missing,unmatched,0.513,Inverted_Row,Inverted Row,坐姿划船器,,0.500,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Inverted_Row/1.jpg
machine-preacher-curl,器械牧师凳弯举,Machine Preacher Curl,missing,manual-review,0.621,Machine_Preacher_Curls,Machine Preacher Curls,固定器械 / 牧师凳,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Machine_Preacher_Curls/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Machine_Preacher_Curls/1.jpg
machine-pullover,器械直臂上拉,Machine Pullover,missing,unmatched,0.554,Leverage_Iso_Row,Leverage Iso Row,固定器械,machine,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/1.jpg
machine-shoulder-press,器械肩推,Machine Shoulder Press,missing,manual-review,0.809,Leverage_Shoulder_Press,Leverage Shoulder Press,肩推器,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Shoulder_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Shoulder_Press/1.jpg
machine-standing-calf-raise,器械站姿提踵,Machine Standing Calf Raise,missing,unmatched,0.517,Smith_Machine_Calf_Raise,Smith Machine Calf Raise,站姿提踵机,machine,0.400,身体姿态不一致：standing ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Calf_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Smith_Machine_Calf_Raise/1.jpg
meadows-row,梅多斯划船,Meadows Row,missing,unmatched,0.520,Bent-Arm_Barbell_Pullover,Bent-Arm Barbell Pullover,地雷架 / 杠铃,barbell,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent-Arm_Barbell_Pullover/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent-Arm_Barbell_Pullover/1.jpg
mountain-climber,登山跑,Mountain Climber,missing,manual-review,0.584,Bottoms_Up,Bottoms Up,自重,body only,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bottoms_Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bottoms_Up/1.jpg
narrow-grip-pulldown,窄握下拉,Narrow-grip Pulldown,missing,unmatched,0.345,Leverage_Iso_Row,Leverage Iso Row,高位下拉器,machine,1.000,关键变式不一致：narrow ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/1.jpg
neutral-grip-dumbbell-bench-press,对握哑铃卧推,Neutral-grip Dumbbell Bench Press,complete,already-covered,1.000,Dumbbell_Bench_Press_with_Neutral_Grip,Dumbbell Bench Press with Neutral Grip,哑铃 / 卧推凳,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Bench_Press_with_Neutral_Grip/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Bench_Press_with_Neutral_Grip/1.jpg
neutral-grip-pull-up,对握引体向上,Neutral-grip Pull-up,missing,unmatched,0.557,Wide-Grip_Rear_Pull-Up,Wide-Grip Rear Pull-Up,单杠,body only,1.000,关键变式不一致：neutral ≠ wide/rear,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Wide-Grip_Rear_Pull-Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Wide-Grip_Rear_Pull-Up/1.jpg
neutral-grip-seated-row,坐姿对握划船,Neutral-grip Seated Row,missing,unmatched,0.204,Shotgun_Row,Shotgun Row,坐姿划船器,cable,1.000,身体姿态不一致：seated ≠ 未注明；关键变式不一致：neutral ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Shotgun_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Shotgun_Row/1.jpg
nordic-hamstring-curl,北欧腿弯举,Nordic Hamstring Curl,missing,unmatched,0.483,Natural_Glute_Ham_Raise,Natural Glute Ham Raise,自重,body only,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Natural_Glute_Ham_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Natural_Glute_Ham_Raise/1.jpg
one-arm-dumbbell-row,单臂哑铃划船,One-arm Dumbbell Row,complete,already-covered,1.000,One-Arm_Dumbbell_Row,One-Arm Dumbbell Row,哑铃,dumbbell,0.000,主练肌群冲突：lats ≠ middle back,保留现有本地 start/peak，无需下载,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One-Arm_Dumbbell_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/One-Arm_Dumbbell_Row/1.jpg
overhead-dumbbell-triceps-extension,双手哑铃过顶臂屈伸,Two-hand Dumbbell Overhead Triceps Extension,missing,unmatched,0.457,Dumbbell_One-Arm_Triceps_Extension,Dumbbell One-Arm Triceps Extension,哑铃,dumbbell,1.000,侧别/交替方式不一致：未注明 ≠ unilateral；关键变式不一致：overhead ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_One-Arm_Triceps_Extension/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_One-Arm_Triceps_Extension/1.jpg
pallof-press,站姿绳索抗旋推,Standing Pallof Press,missing,unmatched,0.577,Pallof_Press,Pallof Press,绳索器械,cable,1.000,身体姿态不一致：standing ≠ 未注明；发力方向冲突：push ≠ pull,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Pallof_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Pallof_Press/1.jpg
pec-deck-fly,蝴蝶机夹胸,Pec Deck Fly,missing,unmatched,0.420,Bodyweight_Flyes,Bodyweight Flyes,蝴蝶机,e-z curl bar,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bodyweight_Flyes/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bodyweight_Flyes/1.jpg
pendlay-row,彭德雷划船,Pendlay Row,missing,manual-review,0.594,Bent_Over_Barbell_Row,Bent Over Barbell Row,杠铃,barbell,0.500,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent_Over_Barbell_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bent_Over_Barbell_Row/1.jpg
